Fecha,Proveedor,RFC,Descripción,Cantidad,P. Unitario,Descuento,Impuestos,Total,Categoría,Grupo P&L,Origen,Link de Factura,UUID,Procesado_En
"27 enero, 2026",MIYABI,XEXX010101000,COMIDAS,1,"$1,815.00",$0.00,$0.00,"-$1,815.00",Personal,Gastos Personales,Google Forms,,,2026-01-27 20:04
"27 enero, 2026",MAYA GAS PENINSULAR,MGP180629SG8,GLP /GAS LICUADO DE PETRÓLEO - CONSEC.DIS: 7924,109.1,$9.13,$0.00,$159.36,"-$1,155.37",Servicios,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1hITNc97Zuw_dpx4EGG-6lhUtfPvMuWJz/view?usp=drivesdk,508D3D9D-BBE1-4838-BC3A-CC12A2B0AE08,2026-01-30 18:04
"28 enero, 2026",COMERCIAL TOYO,CTO8208267I9,KOKKU TALLARIN DE ARROZ 5 MM 400 G,30,$36.75,$0.00,$0.00,"-$1,102.50",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1NRuTlvcVT1kTnxAF0PJfX_MaVAUvK-zT/view?usp=drivesdk,4994491E-FC60-11F0-A66E-3938D8D5CE07,2026-01-28 09:49
"28 enero, 2026",COMERCIAL TOYO,CTO8208267I9,MORI-NU TOFU (EXTRA FIRME) 308 G,12,$30.50,$0.00,$0.00,-$366.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1NRuTlvcVT1kTnxAF0PJfX_MaVAUvK-zT/view?usp=drivesdk,4994491E-FC60-11F0-A66E-3938D8D5CE07,2026-01-28 09:49
"28 enero, 2026",EMBOTELLADORAS BEPENSA,EBE7711037Y5,COCA COLA ZERO 355ML LATA 24P,1,$393.97,$0.00,$63.03,-$457.00,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1kM4RKp6eTFKSLkl4JaX4iiW95M3yglB5/view?usp=drivesdk,22BE61DD-BBDE-4991-A2D8-56817C623F14,2026-01-28 20:04
"28 enero, 2026",EMBOTELLADORAS BEPENSA,EBE7711037Y5,CRISTAL MINERALIZADA 600 ML NRP 12P,1,$164.22,$0.00,$26.28,-$190.50,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1kM4RKp6eTFKSLkl4JaX4iiW95M3yglB5/view?usp=drivesdk,22BE61DD-BBDE-4991-A2D8-56817C623F14,2026-01-28 20:04
"29 enero, 2026",KUME DEL CARIBE,KCA090331MM5,PAPEL ARROZ 22CM REDONDO TU FOCO 340G (BAMBOO TREE ) (44/12OZ),2,$42.50,$0.00,$0.00,-$85.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1edUut2QiO3QNpsPeBdygL6X9wS1JqrC9/view?usp=drivesdk,E88A966D-EAD4-43E5-8553-B4C57DE8046C,2026-01-29 16:49
"29 enero, 2026",KUME DEL CARIBE,KCA090331MM5,EDAMAME SHIRAKIKU FRIJOL DE SOYA 20/400 G 94271,3,$42.00,$0.00,$0.00,-$126.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1edUut2QiO3QNpsPeBdygL6X9wS1JqrC9/view?usp=drivesdk,E88A966D-EAD4-43E5-8553-B4C57DE8046C,2026-01-29 16:49
"29 enero, 2026",KUME DEL CARIBE,KCA090331MM5,SALSA PESCADO TIPAROS 12/700 ML (23 OZ) FIS16,1,$72.00,$0.00,$0.00,-$72.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1edUut2QiO3QNpsPeBdygL6X9wS1JqrC9/view?usp=drivesdk,E88A966D-EAD4-43E5-8553-B4C57DE8046C,2026-01-29 16:49
"29 enero, 2026",KUME DEL CARIBE,KCA090331MM5,EGG NOODLE GRUESO 60/440 G (15.5 OZ) ND16/72002,1,$70.03,$0.00,$0.00,-$70.03,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1edUut2QiO3QNpsPeBdygL6X9wS1JqrC9/view?usp=drivesdk,E88A966D-EAD4-43E5-8553-B4C57DE8046C,2026-01-29 16:49
"29 enero, 2026",KUME DEL CARIBE,KCA090331MM5,LECHE DE COCO CHAOKOH (EXTRACTO LIQUIDO DE COCO) 24/400 ML 21006 VA0002,6,$59.34,$0.00,$0.00,-$356.04,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1edUut2QiO3QNpsPeBdygL6X9wS1JqrC9/view?usp=drivesdk,E88A966D-EAD4-43E5-8553-B4C57DE8046C,2026-01-29 16:49
"29 enero, 2026",KUME DEL CARIBE,KCA090331MM5,HARUSAME SHUNHE 50/300 G (10.5 OZ) FIDEO DE FRIJOL MALLA ROSA,2,$30.00,$0.00,$0.00,-$60.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1edUut2QiO3QNpsPeBdygL6X9wS1JqrC9/view?usp=drivesdk,E88A966D-EAD4-43E5-8553-B4C57DE8046C,2026-01-29 16:49
"29 enero, 2026",KUME DEL CARIBE,KCA090331MM5,HARUMAKI WEI CHUAN 40/312 G (11 OZ) 1156,2,$46.52,$0.00,$0.00,-$93.04,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1edUut2QiO3QNpsPeBdygL6X9wS1JqrC9/view?usp=drivesdk,E88A966D-EAD4-43E5-8553-B4C57DE8046C,2026-01-29 16:49
"29 enero, 2026",KUME DEL CARIBE,KCA090331MM5,GYOZA SKIN GOLDEN DRAGON 283G  (C/12) 3010.1210,12,$45.42,$0.00,$0.00,-$545.04,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1edUut2QiO3QNpsPeBdygL6X9wS1JqrC9/view?usp=drivesdk,E88A966D-EAD4-43E5-8553-B4C57DE8046C,2026-01-29 16:49
"29 enero, 2026",POLLO INDUSTRIALIZADO DE MEXICO,PIM901016747,PECHUGA S/H IQF K,28.26,$78.00,$0.00,$0.00,"-$2,204.28",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1nV1ODAF9P_uVqc9emH-QNXzqU6Zv3FBp/view?usp=drivesdk,3F493875-F5D0-4BCD-BDD0-F56BAAEDB5B8,2026-01-29 17:49
"29 enero, 2026",GERMINADO,XEXX010101000,GERMINADO DE SOYA,7,$55.00,$0.00,$0.00,-$385.00,Insumos Alimentos,Costo de Venta,Google Forms,,,2026-01-29 21:11
"30 enero, 2026",HIELO MARMAN,XEXX010101000,BOLSAS DE HIELO,3,$20.00,$0.00,$0.00,-$60.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-01-30 14:34
"30 enero, 2026",AGUA 3 RÍOS,XEXX010101000,GARRAFONES DE AGUA,3,$28.00,$0.00,$0.00,-$84.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-01-30 14:43
"30 enero, 2026",CHEMOS AJO,XEXX010101000,AJO PELADO,2,$135.00,$0.00,$0.00,-$270.00,Insumos Alimentos,Costo de Venta,Google Forms,,,2026-01-30 14:44
"30 enero, 2026",INTEGRADORA DE CARNES ESPECIALIZADAS DEL SURESTE,ICE120509ER8,ARRACHERA NORTEÑITA,39.21,$189.00,$0.00,$0.00,"-$7,410.69",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/19Oojy2eeLzYs14vf_b50WAQob5nd92d5/view?usp=drivesdk,9AA806C6-B345-498A-A082-E692A463A4E6,2026-01-30 16:34
"30 enero, 2026",INTEGRADORA DE CARNES ESPECIALIZADAS DEL SURESTE,ICE120509ER8,BROCHETA MARINADA,9.77205,$215.00,$0.00,$0.00,"-$2,100.99",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/19Oojy2eeLzYs14vf_b50WAQob5nd92d5/view?usp=drivesdk,9AA806C6-B345-498A-A082-E692A463A4E6,2026-01-30 16:34
"30 enero, 2026",COSTCO DE MEXICO,CME910715UB9,CREMA CACAHUATE ORGÁNICA 2/793 G KIRKLAND SIGNATURE,5,$223.66,$23.30,$0.00,"-$1,095.00",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1rkx7r35UJLJqBLHleE7SJXQf7WGiCDfW/view?usp=drivesdk,A8DCDC3B-EC61-4BD1-95C8-C4667D8DADDA,2026-01-30 16:49
"30 enero, 2026",MAYA GAS PENINSULAR,MGP180629SG8,GLP /GAS LICUADO DE PETRÓLEO - CONSEC.DIS: 8075,110.7,$9.13,$0.00,$161.70,"-$1,172.31",Servicios,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1VfjGh3ivP9jS0B9mSY-Kqw8NhZqoIB_a/view?usp=drivesdk,7F09D187-F53F-4892-9FA2-461A807912B5,2026-01-30 18:04
"31 enero, 2026",SUELDOS,XEXX010101000,NOMINA SEMANA N.5,1,"$14,614.00",$0.00,$0.00,"-$14,614.00",Nómina,Gastos Operativos,Google Forms,,,2026-02-01 17:21
"31 enero, 2026",PATRICIA CAYETANO,XEXX010101000,CONTABILIDAD,1,"$2,500.00",$0.00,$0.00,"-$2,500.00",Servicios Contables,Gastos Operativos,Google Forms,,,2026-02-04 15:29
"1 febrero, 2026",TIENDAS CHEDRAUI,XEXX010101000,DESPENSA DEL PERSONAL,1,"$1,332.69",$0.00,$0.00,"-$1,332.69",Nómina,Gastos Operativos,Google Forms,,,2026-02-01 10:14
"1 febrero, 2026",SUELDOS,XEXX010101000,NOMINA SEMANA N.5,1,"$2,436.00",$0.00,$0.00,"-$2,436.00",Nómina,Gastos Operativos,Google Forms,,,2026-02-01 17:21
"1 febrero, 2026",GOOGLE OPERACIONES DE MEXICO,GOM0809114P5,"PUBLICIDAD ""GOOGLE ADS""",1,"$4,705.85",$0.00,$752.94,"-$5,458.79",Marketing,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/17eAojm1rhT57O34EZ2p5noGsKnS5SkZI/view?usp=drivesdk,75EDF32D-FFD9-11F0-8248-45D045F6DDC0,2026-02-02 17:34
"3 febrero, 2026",POLLO INDUSTRIALIZADO DE MEXICO,PIM901016747,PECHUGA S/H IQF K,28.67,$78.00,$0.00,$0.00,"-$2,236.26",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1pmXxMx3hfx3S74tvT1rLhCtTyguMWWPO/view?usp=drivesdk,D51E04F6-8740-4503-90C2-2450B192031E,2026-02-03 20:04
"3 febrero, 2026",TELMEX,XEXX010101000,VARIOS CASA,1,$898.00,$0.00,$0.00,-$898.00,Personal,Gastos Personales,Google Forms,,,2026-02-04 14:46
"3 febrero, 2026",AGUA 3 RÍOS,XEXX010101000,GARRAFONES DE AGUA,7,$28.00,$0.00,$0.00,-$196.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-02-04 14:55
"3 febrero, 2026",ELECTRICO,XEXX010101000,CAMBIO DE PASTILLAS,1,$420.00,$0.00,$0.00,-$420.00,Mantenimiento,Gastos Operativos,Google Forms,,,2026-02-04 14:56
"3 febrero, 2026",TELEFONOS DE MEXICO,TME840315KT6,SERVICIOS DE TELECOMUNICACIONES,1,$513.55,$50.00,$85.46,-$549.01,Servicios,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1AxS7Tdzmw4NWRSdUecklEn37QjQdMZNe/view?usp=drivesdk,19386158-D7F7-4BE5-9FBD-7362287534FA,2026-02-08 16:41
"4 febrero, 2026",COMERCIAL TOYO,CTO8208267I9,PAGO,1,$0.00,$0.00,$0.00,$0.00,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1JiUIb_1peDRYuYeGwJLyBMZe6dqry1Pn/view?usp=drivesdk,2C74F2CB-01EB-11F1-80B7-5B44D18AE3BB,2026-02-04 11:19
"4 febrero, 2026",ROMANO,XEXX010101000,VERDURAS VARIAS,1,"$7,000.00",$0.00,$0.00,"-$7,000.00",Insumos Alimentos,Costo de Venta,Google Forms,,,2026-02-04 18:31
"4 febrero, 2026",ROMANO,XEXX010101000,VERDURAS DEL PERSONAL,1,$750.70,$0.00,$0.00,-$750.70,Nómina,Gastos Operativos,Google Forms,,,2026-02-04 18:32
"4 febrero, 2026",COMISION FEDERAL DE ELECTRICIDAD,CFE370814QI0,ENERGIA,1,"$27,950.17",$0.00,"$4,472.03","-$32,422.20",Servicios,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1OL0cSBTq8i2cpz1_axkMXsjIsOZo7REe/view?usp=drivesdk,A57442F0-4E0A-4F4E-A41D-57C43398084E,2026-02-04 18:34
"4 febrero, 2026",COMISION FEDERAL DE ELECTRICIDAD,CFE370814QI0,DAP,1,$150.64,$0.00,$0.00,-$150.64,Servicios,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1OL0cSBTq8i2cpz1_axkMXsjIsOZo7REe/view?usp=drivesdk,A57442F0-4E0A-4F4E-A41D-57C43398084E,2026-02-04 18:34
"5 febrero, 2026",POLLO INDUSTRIALIZADO DE MEXICO,PIM901016747,PECHUGA S/H IQF K,29.17,$80.00,$0.00,$0.00,"-$2,333.60",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1LJvFndJZ2ZQEhp_1OSDHzYvOjwE0tENy/view?usp=drivesdk,51EC48A6-14AD-445D-8516-F218859A1DA5,2026-02-05 14:04
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,HARUMAKI WEI CHUAN 40/312 G (11 OZ) 1156,3,$46.52,$0.00,$0.00,-$139.56,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,PAPEL ARROZ 22CM REDONDO TU FOCO 340G (BAMBOO TREE ) (44/12OZ),2,$42.50,$0.00,$0.00,-$85.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,EDAMAME SHIRAKIKU FRIJOL DE SOYA 20/400 G 94271,8,$42.00,$0.00,$0.00,-$336.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,SRIRACHA SALSA 793G (12/28 OZ) 33412 52017,1,$116.53,$0.00,$0.00,-$116.53,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,SALSA DE SOYA KOKUSAN 20 LT 5.28 GAL,1,$458.00,$0.00,$0.00,-$458.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,EDAMAME SIN VAINA SHIRAKIKU 20/400G 94254,1,$51.00,$0.00,$0.00,-$51.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,LECHE DE COCO CHAOKOH (EXTRACTO LIQUIDO DE COCO) 24/400 ML 21006 VA0002,2,$59.34,$0.00,$0.00,-$118.68,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,TOFU EXTRAFIRM NEW MORINU  SILKEN 12/308G  (10.9 OZ)  21262,12,$38.34,$0.00,$0.00,-$460.08,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,"KUSHI 6"" KOKUSAN  2.5 BROCHETA DE BAMBU 200/100 PZAS 62105 DS0036",3,$11.00,$0.00,$5.28,-$38.28,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,ARROZ JAZMIN ROYAL UMBRELLA GRANEL 25KG,1,"$1,750.00",$0.00,$0.00,"-$1,750.00",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,SALSA TIPAROS PESCADO 6/1.5 LT (50 OZ) FIS17,1,$129.00,$0.00,$0.00,-$129.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1aFWZ9egtjcUCZVuZ0KGrlNspcRj3IfRY/view?usp=drivesdk,E50C5F0A-8EC1-4F2C-84AC-768EF901E9A3,2026-02-06 07:49
"5 febrero, 2026",SKY ELECTRONIC TECH INC,XEXX010101000,COMPUTADORA LENOVO PDV,1,"$6,299.00",$0.00,$0.00,"-$6,299.00",Insumos Operativos,Gastos Operativos,Google Forms,,,2026-02-09 22:43
"5 febrero, 2026",MECANICO,XEXX010101000,ARTÍCULOS PERSONALES,1,"$1,000.00",$0.00,$0.00,"-$1,000.00",Personal,Gastos Personales,Google Forms,,,2026-02-16 18:16
"6 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA  P/ BASURA USO RUDO NEGRA 90X120 BD,2,$32.88,$0.00,$10.52,-$76.27,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1iOz0-d8Ygl9ALQU0MIHS6byJjVfuaOfR/view?usp=drivesdk,9FCC9FD6-097A-4B54-98C9-61EDEE81E75A,2026-02-06 10:34
"6 febrero, 2026",YUKUNSA,YUK160308FK5,BISAGRA TERMICA BIO BEIGE 6 IN X 6 IN,1,$473.88,$0.00,$75.82,-$549.70,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1iOz0-d8Ygl9ALQU0MIHS6byJjVfuaOfR/view?usp=drivesdk,9FCC9FD6-097A-4B54-98C9-61EDEE81E75A,2026-02-06 10:34
"6 febrero, 2026",YUKUNSA,YUK160308FK5,RED P/ PELO REFORZADA NEGRA,1,$122.84,$0.00,$19.65,-$142.49,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1iOz0-d8Ygl9ALQU0MIHS6byJjVfuaOfR/view?usp=drivesdk,9FCC9FD6-097A-4B54-98C9-61EDEE81E75A,2026-02-06 10:34
"6 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA ROLLO AD 20X30 300 BLS,1,$25.25,$0.00,$4.04,-$29.29,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1iOz0-d8Ygl9ALQU0MIHS6byJjVfuaOfR/view?usp=drivesdk,9FCC9FD6-097A-4B54-98C9-61EDEE81E75A,2026-02-06 10:34
"6 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA  CAMISETA #2 BEIGE AD,2,$42.64,$0.00,$13.64,-$98.91,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1iOz0-d8Ygl9ALQU0MIHS6byJjVfuaOfR/view?usp=drivesdk,9FCC9FD6-097A-4B54-98C9-61EDEE81E75A,2026-02-06 10:34
"6 febrero, 2026",OFFICE DEPOT DE MEXICO,ODM950324V2A,ROLLO TERMICO 80X80MTS PAQ.C/6,1,$206.03,$0.00,$32.97,-$239.00,Papelería,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1WSDgwdumySN_uc1DppE6xAkyv95feCxe/view?usp=drivesdk,FA19FF72-850B-41D4-BA46-37F204B3B824,2026-02-06 11:19
"6 febrero, 2026",AGUA 3 RÍOS,XEXX010101000,GARRAFONES DE AGUA,2,$28.00,$0.00,$0.00,-$56.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-02-06 14:19
"6 febrero, 2026",GERMINADO,XEXX010101000,GERMINADO DE SOYA,5,$55.00,$0.00,$0.00,-$275.00,Insumos Alimentos,Costo de Venta,Google Forms,,,2026-02-06 14:20
"6 febrero, 2026",HIELO MARMAN,XEXX010101000,BOLSAS DE HIELO,7,$20.00,$0.00,$0.00,-$140.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-02-06 17:53
"7 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,4/1K H.TRIGO,1,$57.28,$1.29,$0.00,-$55.99,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1clF_Awy70AAUqxrYzBXB25Y_kATh3Ijb/view?usp=drivesdk,12A94A0B-885A-45C1-BFB3-260B40501E55,2026-02-07 10:19
"7 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,4/500 S.LYS,1,$194.02,$4.36,$30.34,-$220.00,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1clF_Awy70AAUqxrYzBXB25Y_kATh3Ijb/view?usp=drivesdk,12A94A0B-885A-45C1-BFB3-260B40501E55,2026-02-07 10:19
"7 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,TOALLAS SANI,1,$257.51,$5.79,$40.28,-$291.99,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1clF_Awy70AAUqxrYzBXB25Y_kATh3Ijb/view?usp=drivesdk,12A94A0B-885A-45C1-BFB3-260B40501E55,2026-02-07 10:19
"7 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,MM BEBIDA CO,1,$203.57,$4.58,$0.00,-$198.99,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1clF_Awy70AAUqxrYzBXB25Y_kATh3Ijb/view?usp=drivesdk,12A94A0B-885A-45C1-BFB3-260B40501E55,2026-02-07 10:19
"7 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,CERV XXL24,1,$343.94,$7.73,$53.79,-$390.00,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1clF_Awy70AAUqxrYzBXB25Y_kATh3Ijb/view?usp=drivesdk,12A94A0B-885A-45C1-BFB3-260B40501E55,2026-02-07 10:19
"7 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,MM VINAGRE 6,1,$70.58,$1.59,$0.00,-$68.99,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1clF_Awy70AAUqxrYzBXB25Y_kATh3Ijb/view?usp=drivesdk,12A94A0B-885A-45C1-BFB3-260B40501E55,2026-02-07 10:19
"7 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,MM VAINILLA,1,$202.55,$4.55,$0.00,-$198.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1clF_Awy70AAUqxrYzBXB25Y_kATh3Ijb/view?usp=drivesdk,12A94A0B-885A-45C1-BFB3-260B40501E55,2026-02-07 10:19
"7 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,MM LAVAPL,2,$86.42,$3.89,$27.03,-$195.99,Limpieza,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1clF_Awy70AAUqxrYzBXB25Y_kATh3Ijb/view?usp=drivesdk,12A94A0B-885A-45C1-BFB3-260B40501E55,2026-02-07 10:19
"7 febrero, 2026",TIENDA,XEXX010101000,PILAS,6,$11.00,$0.00,$0.00,-$66.00,Desechables,Costo de Venta,Google Forms,,,2026-02-07 18:03
"8 febrero, 2026",CHEDRAUI,XEXX010101000,DESPENSA DEL PERSONAL,1,"$1,440.50",$0.00,$0.00,"-$1,440.50",Nómina,Gastos Operativos,Google Forms,,,2026-02-08 15:59
"8 febrero, 2026",SUELDOS,XEXX010101000,NOMINA SEMANA N.6,1,"$19,557.00",$0.00,$0.00,"-$19,557.00",Nómina,Gastos Operativos,Google Forms,,,2026-02-08 16:25
"9 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA  P/ BASURA USO RUDO NEGRA 90X120 BD,2,$32.88,$0.00,$10.52,-$76.27,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
"9 febrero, 2026",YUKUNSA,YUK160308FK5,BISAGRA TERMICA BIO BEIGE 7 IN X 7 IN,1,$376.22,$0.00,$60.20,-$436.42,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
"9 febrero, 2026",YUKUNSA,YUK160308FK5,ENVASE PEQUEÑAS PORCIONES TRANSLUCIDO PS 2 OZ,1,$616.88,$0.00,$98.70,-$715.58,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
"9 febrero, 2026",YUKUNSA,YUK160308FK5,TAPA PLANA PARA ENVASE PEQUEÑAS PORCIONES PLASTICOS P/ 2OZ,1,$453.65,$0.00,$72.58,-$526.23,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
"9 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA ROLLO AD 20X30 300 BLS,2,$25.25,$0.00,$8.08,-$58.58,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
"9 febrero, 2026",YUKUNSA,YUK160308FK5,CONTENEDOR ONEBOX BLANCO  PARA CALIENTE Y FRIO DE 48 OZ,1,"$1,666.03",$0.00,$266.56,"-$1,932.59",Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
